English	Svenska
pecking	se peck
peeking	se peek
peeled	se peel
peeping	se peep
pegs	se peg
pegging	se peg
pellets	se pellet
pelts	se pelt
pens	se pen
pennies	se penny
pence	se penny
annum	se per annum
perceives	se perceive
perk	se percolate
percolated	se percolate
peripherals	se peripheral
permeates	se permeate
permits	se permit
permitted	se permit
permuted	se permute
perpetrators	se perpetrator
personae	se persona
personalized	se personalize
persuading	se persuade
pertained	se pertain
perusing	se peruse
perused	se peruse
pervades	se pervade
pests	se pest
petitioned	se petition
petrified	se petrify
phasing	se phase
phonemes	se phoneme
photos	se photo
physicians	se physician
physiognomies	se physiognomy
picketed	se picket
pickpockets	se pickpocket
pictures	se picture
pies	se pie
piecing	se piece
pierced	se pierce
pigeonholed	se pigeonhole
piled	se pile
piling	se pile
piloting	se pilot
pimps	se pimp
pinched	se pinch
pines	se pine
pine needles	se pine needle
pints	se pint
piped	se pip
piping	se pipe
pitting	se pit
pitons	se piton
pivoting	se pivot
pivoted	se pivot
pixels	se pixel
pixies	se pixie
placed	se place
placing	se place
plagued	se plague
plaits	se plait
planing	se plane
planets	se planet
planks	se plank
plants	se plant
plastering	se plaster
playing	se play
plays	se play
players	se player
pleas	se plea
pleated	se pleat
pleats	se pleat
pledges	se pledge
pledging	se pledge
pledged	se pledge
plodding	se plod
plots	se plot
plowed	se plow
plucked	se pluck
plucking	se pluck
plummeted	se plummet
plumper	se plump
plundering	se plunder
plunged	se plunge
plunges	se plunge
poached	se poach
poinsettias	se poinsettia
pointing	se point
poles	se pole
polices	se police
policies	se policy
politicians	se politician
polled	se poll
pollutants	se pollutant
polluted	se pollute
ponds	se pond
ponders	se ponder
pooled	se pool
portents	se portent
portholes	se porthole
portrayals	se portrayal
posed	se pose
positions	se position
possessing	se possess
possibilities	se possibility
postings	se posting
postponed	se postpone
posturing	se posture
pots	se pot
potting	se pot
practices	se practice
prancing	se prance
preaching	se preach
precedes	se precede
precedents	se precedent
precludes	se preclude
predecessors	se predecessor
predestined	se predestine
predetermined	se predetermine
predicated	se predicate
predicates	se predicate
predominated	se predominate
pre-empted	se pre-empt
preening	se preen
preferred	se prefer
preferences	se preference
preparing	se prepare
presales	se presale
prescribes	se prescribe
preservatives	se preservative
preserved	se preserve
presets	se preset
pretending	se pretend
prevented	se prevent
priests	se priest
principals	se principal
probing	se probe
problems	se problem
processed	se process
proclaims	se proclaim
prodding	se prod
produces	se produce
products	se product
programs	se program
prohibits	se prohibit
prohibiting	se prohibit
proms	se prom
promotes	se promote
prompted	se prompt
prompts	se prompt
proofing	se proof
proofreading	se proofread
propped	se prop
propelling	se propel
prophesied	se prophesy
proposals	se proposal
proposes	se propose
propositions	se proposition
propositioned	se proposition
prosecutors	se prosecutor
prospects	se prospect
prostitutes	se prostitute
proving	se prove
provides	se provide
provisioning	se provision
provokes	se provoke
prowling	se prowl
pruning	se prune
prying	se pry
publics	se public
publications	se publication
publicized	se publicize
published	se publish
publishers	se publisher
puckered	se pucker
pulls	se pull
pulping	se pulp
pulpits	se pulpit
pulsing	se pulse
pulses	se pulse
pumped	se pump
puns	se pun
punctuated	se punctuate
puppets	se puppet
puppies	se puppy
purchases	se purchase
purchasing	se purchase
purest	se pure
purging	se purge
purloined	se purloin
purred	se purr
purses	se purse
pursuing	se pursue
puzzles	se puzzle
watch	se på
view	se på
watch	se på
regard	se på
go over	se på
see	se på
look to	se på
look over	se på
beam	se på någon med ett strålande leende
qualifications	se qualification
qualities	se quality
quantified	se quantify
quarried	se quarry
quarts	se quart
quatrains	se quatrain
quelled	se quell
queries	se query
questionnaires	se questionnaire
queues	se queue
quilting	se quilt
quilted	se quilt
quips	se quip
quotes	se quote
radii	se radius
raged	se rage
raided	se raid
raised	se raise
rallies	se rally
rallying	se rally
Internal memory	se RAM
ramifications	se ramification
rampaging	se rampage
ranging	se range
ranked	se rank
ranting	se rant
raping	se rape
raped	se rape
rarer	se rare
raspberries	se raspberry
rats	se rat
rates	se rate
ratified	se ratify
ratings	se rating
rationed	se ration
rattled	se rattle
rattles	se rattle
ravens	se raven
rays	se ray
realms	se realm
reaped	se reap
reaping	se reap
rebuffs	se rebuff
rebuilt	se rebuild
recalculated	se recalculate
recalled	se recall
recanted	se recant
recasting	se recast
receptacles	se receptacle
recessed	se recess
reconstituted	se reconstitute
recorded	se record
rectified	se rectify
recurred	se recur
redesigned	se redesign
redirected	se redirect
redrawn	se redraw
redressed	se redress
reduces	se reduce
reeked	se reek
re-entered	se re-enter
referred	se refer
refereed	se referee
refinements	se refinement
reflections	se reflection
refracted	se refract
refueling	se refuel
refugees	se refugee
regions	se region
registering	se register
regularities	se regularity
regulators	se regulator
rehears	se rehear
reigns	se reign
reimbursed	se reimburse
reinserted	se reinsert
reinstalled	se reinstall
reiterated	se reiterate
rejects	se reject
relationships	se relationship
relays	se relay
relocated	se relocate
relocations	se relocation
remade	se remade
remedied	se remedy
reminded	se remind
reminds	se remind
reneging	se renege
renegotiating	se renegotiate
renewing	se renew
renovating	se renovate
renting	se rent
repaired	se repair
repairs	se repair
repeaters	se repeater
repelled	se repel
repented	se repent
replacing	se replace
replayed	se replay
replenished	se replenish
replies	se reply
reporting	se report
represents	se represent
represented	se represent
reprieved	se reprieve
repulsing	se repulse
requires	se require
requited	se requite
rescinded	se rescind
researchers	se researcher
resembled	se resemble
resents	se resent
resentments	se resentment
reserves	se reserve
resetting	se reset
residents	se resident
resisted	se resist
resolves	se resolve
resources	se resource
restarted	se restart
restored	se restore
restraints	se restraint
restricting	se restrict
restructured	se restructure
resurrected	se resurrect
resurrects	se resurrect
retains	se retain
retaining	se retain
retaliated	se retaliate
retorted	se retort
retrofitted	se retrofit
retries	se retry
returning	se return
revels	se revel
revenues	se revenue
reverberating	se reverberate
reverses	se reverse
reviewed	se review
reviving	se revive
revolutions	se revolution
reworked	se rework
ridges	se ridge
rings	se ring
rang	se ring
ripping	se rip
rips	se rip
rippers	se ripper
ripples	se ripple
risen	se rise
rose	se rise
risks	se risk
rivals	se rival
roaming	se roam
robbers	se robber
rods	se rod
roles	se role
Rumanian	se Romanian
rooks	se rook
rookies	se rookie
rooms	se room
rooted	se root
roses	se rose
roughing	se rough it
rounding	se round
routings	se routing
rubies	se ruby
rugs	se rug
ruled	se rule
ruminants	se ruminant
rumors	se rumor
ruptures	se rupture
rustling	se rustle
safer	se safe
safeguarding	se safeguard
sagged	se sag
sager	se sage
saints	se saint
salting	se salt
salutations	se salutation
samples	se sample
saps	se sap
satisfies	se satisfy
saucers	se saucer
sausages	se sausage
saws	se saw
scaling	se scale
scallops	se scallop
scalping	se scalp
scampers	se scamper
scaring	se scare
scats	se scat
scavenged	se scavenge
scenes	se scene
scholarships	se scholarship
scintillating	se scintillate
scoops	se scoop
scorching	se scorch
scores	se score
scrapped	se scrap
scrapers	se scraper
scratching	se scratch
scrawling	se scrawl
scripts	se script
scrubbing	se scrub
scrutinized	se scrutinize
scuffling	se scuffle
scurried	se scurry
sealing	se seal
seals	se seal
seams	se seam
seamen	se seaman
searches	se search
seats	se seat
seconded	se second
secretaries	se secretary
secured	se secure
securing	se secure
sedated	se sedate
sedatives	se sedative
seduced	se seduce
saw	se see
sees	se see
seeking	se seek
seemed	se seem
seen	se seen
seething	se seething
segments	se segment
seized	se seize
selected	se select
selections	se selection
selves	se self
seminars	se seminar
sentinels	se sentinel
serfs	se serf
servants	se servant
servings	se serving
sessions	se session
settlers	se settler
severing	se sever
sewers	se sewer
shaded	se shade
shallows	se shallow
shallower	se shallow
shaping	se shape
shared	se share
shareholders	se shareholder
shaved	se shave
sheds	se shed
sheeted	se sheet
shelves	se shelf
shelling	se shell
shibboleths	se shibboleth
shingled	se shingle
shod	se shoe
shoes	se shoe
shores	se shore
shorted	se short
shrift	se short shrift
short-changed	se short-change
shortcomings	se shortcoming
shortenings	se shortening
shouting	se shout
showed	se show
shows	se show
shredding	se shred
shrinking	se shrink
shrunk	se shrink
shrouded	se shroud
shunned	se shun
shutters	se shutter
shied	se shy
sifting	se sift
look out	se sig för
look round	se sig om
look back	se sig om
look round	se sig omkring
look about	se sig omkring
look around	se sig omkring
sighed	se sigh
sights	se sight
similarities	se similarity
simplest	se simple
simpler	se simple
sins	se sin
sinews	se sinew
sinks	se sink
sinking	se sink
siphoned	se siphon
sirs	se sir
sisters	se sister
sits	se sit
sites	se site
sizing	se size
sketching	se sketch
skidded	se skid
skills	se skill
skimmed	se skim
skimmers	se skimmer
skips	se skip
skipping	se skip
skittered	se skitter
skulls	se skull
skies	se sky
slandering	se slander
slaps	se slap
slashing	se slash
slates	se slate
slew	se slay
sleeps	se sleep
slightest	se slight
slips	se slip
slots	se slot
slows	se slow
slugs	se slug
slumping	se slump
smartest	se smart
smashed	se smash
smelt	se smell
smelting	se smelt
smiling	se smile
smirking	se smirk
smote	se smite
smoldering	se smolder
smooching	se smooch
smoother	se smooth
smothering	se smother
smudged	se smudge
snacks	se snack
snagged	se snag
snails	se snail
snared	se snare
snarling	se snarl
snatches	se snatch
sneaks	se sneak
snores	se snore
snugger	se snug
snuggling	se snuggle
socks	se sock
soils	se soil
soldering	se solder
soldiers	se soldier
soliciting	se solicit
solicits	se solicit
solutions	se solution
soonest	se soon
sophomores	se sophomore
sores	se sore
sorts	se sort
sounds	se sound
sounding	se sound
sounder	se sound
sources	se source
sovereigns	se sovereign
spanning	se span
sparring	se spar
spoken	se speak
spoke	se speak
specialists	se specialist
specializing	se specialize
specified	se specify
specimens	se specimen
spectators	se spectator
spectra	se spectrum
speeds	se speed
spiced	se spice
spices	se spice
span	se spin
spines	se spine
splashed	se splash
splinters	se splinter
spoils	se spoil
sponsoring	se sponsor
